run,lumi,evt
319347,424,552780681
319449,255,329623067
319449,320,425571443
319449,322,429815733
319449,324,431915583
319449,324,433376836
319449,324,433097744
319449,342,460355911
319449,343,462555105
319449,349,472449582
319503,88,135007651
319503,122,187297726
319503,156,239723344
319503,192,293449372
319524,42,23232450
319524,44,26082148
319524,57,45222591
319524,994,1481442103
319524,1017,1516450778
319524,1036,1547068929
319524,1068,1595427429
319524,1087,1623901953
319524,1151,1718782789
319524,1175,1755600508
319524,1182,1764481830
319524,1226,1828469499
319524,1229,1832173184
319524,1242,1851689735
319524,1283,1914750680
319524,1319,1971259761
319349,118,169634351
319349,118,169728614
319524,106,107776976
319524,109,111938712
319526,149,261392704
319526,126,221014771
319526,128,225388491
319526,111,195778750
319526,132,232484737
319849,17,27572529
319849,51,82065022
319849,441,736973682
319849,441,737079624
319347,549,712503494
319449,41,25702244
319450,396,601800248
319450,413,627713112
319528,242,302110904
319579,3110,4670938776
319579,3113,4674447347
319579,3116,4677687311
319625,198,298114638
319639,56,48047055
319639,57,51041586
319639,1047,1487599340
319639,1060,1501711349
319656,295,383447381
319656,296,384161335
319656,304,397485681
319656,304,397320478
319657,157,255798560
319657,165,270853703
319659,69,104751338
319910,938,1704563955
319941,284,447269454
319950,59,42433043
319950,134,171705193
319991,88,84235269
320010,109,160046601
320010,127,190760934
320010,131,197766083
320011,1,163043
320011,114,177701974
320011,295,440601582
320060,22,35164124
320060,40,68653970
320064,139,227432218
320064,170,281702853
320064,170,280796199
319347,328,434125428
319347,359,473180610
319347,378,496070075
319347,450,582407144
319347,541,703032844
319349,48,62958014
319349,67,92774634
319349,68,94100081
319756,1411,2258029884
319524,136,150729966
319524,137,152445567
319524,193,232417660
319579,168,194311498
319579,249,311439010
319579,263,330847694
319579,280,355437422
319579,287,368954126
319579,296,384201209
319579,332,443972381
319579,396,548570043
319579,405,562713243
319579,451,636252933
319579,451,636464097
319579,459,648576636
319848,18,20058799
319848,21,25321654
319848,27,35345705
319848,38,53519945
320023,80,106592384
320023,80,106020562
320023,84,113151938
320023,121,171884808
320023,145,207557387
320023,157,226502942
320023,205,308135544
